9711
4.2331,8.9832 
5.1567,12.3805 
2.7695,6.9627 
7.3312,6.5681 
8.6521,11.8712 
8.5486,10.7658 
11.4591,6.7136 
7.1521,5.2668 
5.1651,4.4860 
7.6082,8.1128 
6.9254,5.7537 
3.7770,4.2230 
12.7632,8.5270 
10.8462,5.7845 
11.4087,6.7080 
10.9693,9.3442 
11.7306,11.1520 
12.1308,8.3115 
10.5608,11.8740 
5.4253,7.7602 
5.0587,3.3274 
10.1606,5.1101 
8.9432,3.3498 
9.8779,11.5746 
9.2230,3.5849 
5.8563,5.2836 
4.0400,10.9029 
7.8517,12.9570 
7.2024,2.3452 
12.1280,8.0233 
3.9533,7.0942 
3.7938,7.2957 
9.5337,2.6894 
11.1065,3.8703 
4.5410,9.3918 
4.0932,8.9776 
10.4096,3.9935 
9.8443,8.3339 
3.8077,6.6940 
12.5030,8.0737 
4.1716,7.7770 
7.0345,7.6791 
6.6343,10.2397 
10.8070,7.1250 
8.5458,7.9253 
7.9161,2.8321 
5.3722,11.5382 
4.3647,10.1921 
8.6213,10.3153 
12.6401,5.5354 
6.6679,6.3834 
6.4860,10.1110 
8.5765,9.2406 
6.1726,11.2080 
5.7080,9.8227 
3.4775,6.9851 
11.5599,9.7444 
2.9122,11.0429 
6.9030,10.0802 
8.5262,9.3973 
10.5468,8.9720 
6.5700,10.5783 
8.4254,5.5550 
10.7119,10.1110 
12.0104,3.7164 
5.3302,9.8311 
11.3164,9.6408 
9.9479,9.6520 
3.8413,6.5233 
11.7222,4.6539 
9.2790,9.0783 
9.0943,10.8358 
10.9330,7.9561 
7.4179,12.2714 
2.6547,8.8349 
10.0654,12.0671 
7.0485,4.0802 
13.1187,7.0690 
4.7928,4.7938 
9.9702,7.4944 
6.1334,4.1110 
6.9282,12.9318 
13.2782,7.6791 
10.3145,6.5709 
5.5765,7.9953 
12.7716,8.5830 
10.0878,9.5205 
7.7426,11.5550 
8.5402,13.5083 
10.0346,8.5270 
7.6838,13.7070 
6.9338,3.5513 
10.7203,2.9245 
6.4972,6.5709 
2.4140,8.7677 
10.5831,7.2621 
8.8256,5.7173 
9.1838,6.9571 
4.4682,9.9459 
12.5002,5.3535 
4.2919,8.7705 
10.9050,12.4169 
8.2379,12.6128 
12.8416,5.1912 
3.9141,10.7546 
11.5906,8.3927 
6.5756,2.8489 
12.5394,5.3200 
8.7165,7.4356 
10.0906,10.0606 
5.0419,4.5951 
11.4983,5.5634 
10.5664,10.6707 
4.5690,11.1072 
12.0104,11.1436 
5.4925,4.2481 
10.6055,7.9673 
4.3899,7.1726 
2.9234,10.1166 
13.0963,7.4608 
3.5978,11.0596 
7.7901,6.6856 
8.7669,12.1818 
5.7836,9.0727 
8.0784,11.2304 
9.8275,4.7966 
7.7790,2.8629 
10.4180,8.7509 
9.9395,12.5317 
13.3538,7.3041 
12.5813,11.4318 
5.8339,9.8059 
8.5682,3.6157 
8.6941,2.3004 
3.3040,7.1558 
11.9768,8.9636 
5.8955,5.4683 
10.2893,12.1455 
4.6865,8.8265 
2.5036,10.0326 
6.3433,7.7658 
10.0934,5.5354 
6.0718,3.7332 
9.2958,7.7770 
9.7156,9.3638 
9.9982,11.7425 
11.8929,7.3181 
11.5375,8.4487 
9.1950,5.9692 
2.6715,7.1502 
9.4609,9.8395 
10.6027,10.3712 
13.8323,8.7677 
9.8331,3.7528 
2.8170,9.8871 
8.8312,8.8041 
13.6728,7.8946 
8.2099,11.9160 
3.1781,9.1259 
8.3667,7.0550 
6.4552,9.1231 
8.3247,11.8992 
10.8910,11.5606 
9.2818,8.4934 
7.7901,9.9151 
9.3825,6.7332 
10.4264,2.9384 
12.4946,8.0513 
5.1511,10.4804 
3.6706,8.1828 
6.7575,12.4589 
11.4675,6.1231 
8.0252,11.3843 
6.7966,12.6744 
11.6690,12.4253 
7.8237,3.5905 
5.6492,8.2947 
4.8236,10.0606 
6.5784,6.3862 
8.0532,9.9123 
6.6427,10.9589 
5.9067,12.8115 
3.7882,4.4916 
13.9638,7.5224 
13.5245,6.7948 
7.3340,7.9897 
9.0691,5.8349 
4.1436,6.0028 
2.8618,10.8050 
13.0375,9.6324 
4.5046,4.6231 
3.7154,10.8945 
9.5253,9.8563 
3.3656,7.1614 
3.8189,8.1296 
6.5672,4.7631 
9.7184,13.7182 
9.3741,13.7266 
7.5299,9.7528 
5.0755,6.6073 
4.6893,4.0970 
2.9402,7.0886 
7.8629,10.5671 
12.6569,9.6912 
8.8564,2.6782 
4.3171,8.4347 
8.8424,13.2425 
8.8200,11.9188 
5.0419,9.5373 
4.0484,4.4664 
10.3677,10.9561 
10.5580,10.9757 
7.4011,3.5093 
12.1028,9.4729 
6.4104,9.6828 
2.9122,10.7434 
3.9141,3.8452 
3.4495,11.6837 
12.4134,6.3190 
11.0477,7.5503 
11.3220,12.1595 
6.5979,11.7621 
2.3917,7.9309 
11.2576,3.8703 
13.3733,7.6903 
3.8021,10.0382 
12.4974,4.7491 
8.0532,12.5988 
8.8956,10.9645 
3.4859,5.6026 
8.2155,8.2388 
11.7697,5.8433 
4.2583,3.7500 
10.7175,3.6856 
9.2230,11.1716 
8.2827,12.5652 
6.6231,5.2920 
4.1072,5.4711 
6.0354,4.2509 
6.3265,13.3544 
6.4580,7.1837 
11.7166,7.8386 
10.5468,13.3544 
5.7752,13.5167 
10.5076,3.5485 
6.2705,5.6138 
13.9778,8.2332 
5.8451,7.7630 
8.7389,13.0382 
12.3575,8.4207 
6.1082,3.2015 
3.9057,11.0345 
3.7098,7.5951 
5.6016,8.1408 
6.7966,9.5401 
6.8582,8.3227 
5.5093,9.5485 
12.7465,7.6035 
11.8201,8.8432 
3.7462,11.7285 
3.3320,5.6194 
11.7586,10.7742 
10.1466,2.9356 
12.9564,10.7462 
2.7863,7.7323 
13.6784,9.5457 
8.6717,2.5103 
12.1979,10.9533 
11.1205,10.1194 
5.8927,3.4702 
7.4879,3.8508 
4.8012,6.1035 
8.2351,3.4058 
3.0689,6.1763 
7.6670,12.6996 
8.3051,11.7285 
11.8061,9.5597 
8.4534,2.9412 
9.3378,11.9636 
8.5905,8.8796 
2.2545,7.7378 
3.6594,8.4738 
2.9458,10.1921 
4.5102,12.7052 
9.4357,10.0746 
7.7901,4.7463 
6.8050,7.3908 
5.6044,4.1978 
2.9346,6.1091 
11.0141,8.7005 
7.3983,6.0392 
9.3322,5.0709 
12.0468,8.6530 
9.5728,8.2332 
10.6979,4.8246 
11.0001,8.4403 
9.5029,6.4701 
13.7344,9.2266 
9.8107,3.9235 
12.0776,4.1054 
6.1642,9.0783 
5.8367,9.4953 
7.5998,13.7266 
4.3871,6.3806 
6.1754,6.0476 
3.8357,11.9384 
5.3917,4.3769 
9.5924,12.0363 
8.8452,2.3452 
9.7072,7.8050 
10.4880,4.9841 
6.8190,13.1585 
12.6709,9.4925 
9.2846,6.8283 
3.6846,7.0494 
12.8192,4.8862 
4.6081,3.5625 
9.6736,3.6185 
10.7595,5.4263 
10.1885,3.8368 
3.0409,7.8330 
3.9057,9.2126 
11.0365,10.1893 
12.6261,4.9478 
11.9992,9.1035 
4.8600,6.5093 
8.5570,12.7919 
7.1577,7.6651 
3.6342,8.0205 
6.0074,10.5475 
8.1680,3.2687 
5.7052,9.5373 
8.0812,8.9776 
12.9088,9.9067 
7.4095,13.8134 
8.1791,7.8386 
11.5487,12.6324 
8.7948,5.4487 
8.2519,6.1399 
11.3108,10.1473 
2.6547,9.4981 
3.7826,9.2602 
7.7146,10.9589 
6.6483,4.7771 
11.8537,5.2108 
5.8759,9.0811 
13.5636,9.7612 
8.2211,11.9272 
7.6194,5.8013 
10.4852,7.0326 
9.6848,3.1092 
12.2847,9.6240 
13.8099,8.1408 
5.0195,8.6306 
9.9451,4.6567 
8.1680,9.7695 
2.6379,7.1362 
7.3144,11.9524 
9.2818,5.6950 
5.5541,3.3302 
8.0784,6.3050 
10.5496,10.8330 
8.3247,3.0756 
9.5001,6.5401 
11.6326,8.0597 
6.0914,9.6436 
13.1551,5.8936 
6.5895,4.8106 
4.5046,9.7164 
11.0197,9.7640 
6.0690,3.5317 
3.4747,5.6334 
7.7622,3.5289 
6.2173,7.1166 
12.4862,10.8134 
8.6773,5.1772 
9.2902,6.0252 
4.6753,6.1707 
6.0886,12.9794 
13.6448,8.1436 
11.5431,8.5018 
7.4655,13.0242 
8.4814,8.3703 
12.9927,6.2658 
9.9423,5.5718 
9.1838,9.6660 
11.8845,6.1735 
12.6961,11.0121 
12.9703,7.7966 
7.3396,2.7705 
12.2903,7.8862 
9.8247,2.8153 
2.5260,7.2845 
3.7322,6.8060 
9.5645,2.3368 
8.5486,2.0765 
7.6978,13.2816 
9.6092,13.6762 
4.0204,8.9692 
11.3444,10.1585 
7.2024,2.5690 
2.7079,5.5326 
2.9178,10.6147 
7.8601,13.3040 
7.2080,4.6119 
11.5654,9.4673 
9.2090,9.2294 
7.9888,11.1212 
6.3936,8.2836 
10.9246,3.6409 
13.0599,7.7378 
6.8666,5.3619 
13.1159,9.2938 
8.4478,12.3861 
10.5887,5.0681 
3.9113,8.3171 
10.0682,9.9570 
4.4430,5.0457 
3.6510,8.5522 
7.0765,4.7603 
6.7854,11.4878 
12.1280,5.3955 
9.6512,8.4515 
5.0419,11.8768 
4.7117,2.9916 
4.6277,10.3516 
3.3740,11.0624 
8.0840,3.4142 
11.4703,8.6222 
9.5057,8.8349 
4.7201,5.6390 
6.7043,12.0251 
7.0653,7.5252 
7.4347,13.6846 
13.0795,6.2910 
3.1305,7.3656 
9.7352,11.9692 
11.9964,8.0289 
12.3547,8.5298 
3.0773,9.6884 
6.5084,5.2528 
2.7303,6.0727 
6.9646,4.2733 
3.2592,10.6231 
8.9012,3.9487 
2.9150,7.6707 
8.5849,10.0606 
10.0626,11.8068 
7.5439,8.1212 
6.7687,11.7285 
11.0589,12.4085 
11.2604,10.5111 
5.3218,4.9058 
7.3480,3.9879 
12.6905,6.3218 
7.1465,11.6697 
9.1111,10.5223 
10.5300,3.8368 
8.8032,3.0700 
13.3202,10.4132 
5.7360,11.7229 
8.9404,5.0345 
7.1577,11.3171 
5.8535,6.2630 
8.3331,6.7976 
11.3136,10.3097 
7.0457,3.2127 
4.5102,5.4655 
6.0718,4.7015 
4.9048,12.4253 
4.8572,9.1259 
10.1634,8.1828 
11.9964,11.0037 
5.8731,4.1894 
11.9712,7.7323 
10.9721,12.9738 
12.8500,5.4235 
6.8638,9.8255 
8.1624,9.7779 
5.0195,3.8368 
5.0503,2.9720 
10.1885,10.1389 
8.8228,12.1119 
9.2118,8.4990 
9.6092,7.2845 
8.8200,10.7770 
8.9712,8.9944 
4.0876,4.5700 
4.8040,10.9841 
12.7353,7.6539 
10.7483,9.8815 
2.3749,7.1418 
12.4330,11.6837 
5.3218,7.7434 
7.9665,9.3078 
8.4646,9.8703 
5.7584,4.0438 
11.7865,3.7164 
3.4999,8.6753 
8.0280,6.2071 
9.1279,7.7546 
4.7509,4.2369 
3.2760,11.2975 
5.5904,11.2975 
7.1717,10.5055 
6.8358,12.9066 
5.4841,7.4496 
5.0111,10.8274 
10.9218,5.2136 
6.7799,13.6958 
5.3582,11.1408 
3.3040,6.8955 
4.7089,11.8040 
6.3349,3.8452 
10.0990,11.2443 
