9711
4
0.5911,0.5831,1,
0.5581,0.5647,1,
0.5409,0.5451,1,
0.5336,0.5431,1,
0.5763,0.63,1,
0.5377,0.5304,1,
0.5802,0.5524,1,
0.5642,0.5537,1,
0.5765,0.5826,1,
0.5769,0.6468,1,
0.5685,0.5453,1,
0.5546,0.5386,1,
0.5713,0.5745,1,
0.579,0.5833,1,
0.5256,0.5482,1,
0.5769,0.5621,1,
0.5747,0.5619,1,
0.5708,0.5913,1,
0.5901,0.5694,1,
0.5231,0.5344,1,
0.5508,0.6049,1,
0.5859,0.6334,1,
0.555,0.5668,1,
0.576,0.5602,1,
0.535,0.5479,1,
0.5839,0.6163,1,
0.5537,0.5794,1,
0.5799,0.5987,1,
0.535,0.563,1,
0.547,0.5887,1,
0.5931,0.6288,1,
0.5392,0.5517,1,
0.5647,0.6019,1,
0.5681,0.5525,1,
0.5645,0.6022,1,
0.5416,0.5735,1,
0.5312,0.5608,1,
0.5391,0.5322,1,
0.5707,0.5656,1,
0.5656,0.5709,1,
0.5491,0.5592,1,
0.5418,0.5352,1,
0.5459,0.559,1,
0.5922,0.569,1,
0.5564,0.6152,1,
0.5848,0.6389,1,
0.5436,0.5544,1,
0.5558,0.5593,1,
0.5685,0.5596,1,
0.575,0.5469,1,
0.5977,0.6143,1,
0.5258,0.5458,1,
0.5524,0.5891,1,
0.556,0.6098,1,
0.593,0.6264,1,
0.5402,0.5646,1,
0.5648,0.5407,1,
0.5712,0.6063,1,
0.5729,0.6449,1,
0.5653,0.5739,1,
0.5779,0.5774,1,
0.5794,0.6131,1,
0.5802,0.6197,1,
0.5956,0.6123,1,
0.5415,0.5713,1,
0.5174,0.5347,1,
0.5415,0.5506,1,
0.5736,0.5829,1,
0.5351,0.5553,1,
0.5771,0.5549,1,
0.5906,0.5756,1,
0.5521,0.5508,1,
0.5378,0.5567,1,
0.5467,0.5742,1,
0.5699,0.5839,1,
0.5643,0.6266,1,
0.5759,0.644,1,
0.5809,0.5558,1,
0.5857,0.5883,1,
0.5819,0.6123,1,
0.5389,0.5544,1,
0.555,0.6092,1,
0.5704,0.6439,1,
0.5695,0.5822,1,
0.5913,0.6132,1,
0.5791,0.5916,1,
0.5833,0.6414,1,
0.5987,0.5917,1,
0.5649,0.5964,1,
0.5945,0.5757,1,
0.5463,0.5546,1,
0.5918,0.5998,1,
0.5732,0.5651,1,
0.5692,0.5662,1,
0.5784,0.5719,1,
0.5665,0.5627,1,
0.5593,0.5704,1,
0.5854,0.5712,1,
0.5828,0.6253,1,
0.5694,0.5503,1,
0.5745,0.5584,1,
0.5446,0.5415,1,
0.5444,0.5741,1,
0.5602,0.6046,1,
0.5754,0.5597,1,
0.593,0.5969,1,
0.5554,0.583,1,
0.5945,0.6033,1,
0.547,0.5956,1,
0.5878,0.5725,1,
0.5796,0.6223,1,
0.5562,0.6023,1,
0.8803,0.2368,1,
0.9253,0.2241,1,
0.9059,0.2475,1,
0.9127,0.281,1,
0.9133,0.2832,1,
0.9558,0.2745,1,
0.9722,0.242,1,
0.9091,0.2649,1,
0.9938,0.214,1,
0.8751,0.2402,1,
0.9408,0.2723,1,
0.9573,0.2594,1,
0.9914,0.2373,1,
0.9136,0.2409,1,
0.9173,0.2791,1,
0.9021,0.2396,1,
0.9761,0.2038,1,
0.9455,0.2128,1,
0.9823,0.2263,1,
0.9379,0.2237,1,
0.9031,0.264,1,
0.9573,0.2588,1,
0.9686,0.2104,1,
0.9857,0.1999,1,
0.8791,0.2594,1,
0.8933,0.2514,1,
0.9764,0.2352,1,
0.9732,0.2598,1,
0.9753,0.2072,1,
0.9371,0.2596,1,
0.9306,0.2196,1,
0.8676,0.2484,1,
0.9837,0.2259,1,
0.8948,0.2353,1,
0.9047,0.2592,1,
0.9163,0.2307,1,
0.9432,0.2337,1,
0.9213,0.2823,1,
0.9376,0.2624,1,
0.9209,0.2549,1,
0.944,0.2513,1,
0.991,0.2052,1,
0.97,0.2115,1,
0.9487,0.232,1,
0.9529,0.2733,1,
0.9917,0.2477,1,
0.9585,0.2668,1,
0.9748,0.2156,1,
0.8714,0.2545,1,
0.9573,0.2175,1,
0.9297,0.22,1,
0.951,0.2752,1,
0.9621,0.2507,1,
0.9175,0.2267,1,
0.962,0.2338,1,
0.8793,0.2635,1,
0.9148,0.2748,1,
0.886,0.2567,1,
0.9208,0.2228,1,
0.9046,0.235,1,
0.9376,0.2152,1,
0.8951,0.2624,1,
0.9198,0.2704,1,
0.9191,0.2311,1,
0.9028,0.2772,1,
0.9386,0.2273,1,
0.9654,0.2159,1,
0.8687,0.2405,1,
0.967,0.2649,1,
0.9754,0.2275,1,
0.9316,0.2394,1,
0.8882,0.2403,1,
0.9093,0.2593,1,
0.9307,0.2603,1,
0.9529,0.2411,1,
0.9541,0.2305,1,
0.8923,0.2317,1,
0.9433,0.2234,1,
0.9721,0.2561,1,
0.9432,0.2144,1,
0.875,0.2388,1,
0.9713,0.2693,1,
0.9066,0.2677,1,
0.9149,0.2255,1,
0.9604,0.272,1,
0.9723,0.2538,1,
0.886,0.2614,1,
0.9902,0.2495,1,
0.9779,0.2477,1,
0.927,0.2845,1,
0.9342,0.2428,1,
0.9327,0.2354,1,
0.9839,0.2293,1,
0.8895,0.2441,1,
0.9533,0.239,1,
0.923,0.2753,1,
0.9588,0.2094,1,
0.8946,0.2662,1,
0.923,0.2244,1,
0.9383,0.2648,1,
0.9873,0.2318,1,
0.9673,0.2172,1,
0.9742,0.2108,1,
0.9001,0.2644,1,
0.9738,0.2365,1,
0.8857,0.2561,1,
0.8796,0.2589,1,
0.9694,0.2358,1,
0.9249,0.2768,1,
0.9542,0.2667,1,
0.9048,0.2663,1,
0.9153,0.2332,1,
0.9882,0.2326,1,
0.8871,0.2701,1,
0.9055,0.277,1,
0.89,0.2683,1,
0.977,0.2033,1,
0.9381,0.2647,1,
0.9336,0.2497,1,
0.9212,0.2457,1,
0.9403,0.261,1,
0.917,0.2809,1,
0.9814,0.2382,1,
0.9134,0.2483,1,
0.9708,0.2102,1,
0.9241,0.2615,1,
0.9343,0.2706,1,
0.9919,0.2069,1,
0.953,0.2107,1,
0.9037,0.2504,1,
0.9429,0.2595,1,
0.9436,0.2698,1,
0.8993,0.264,1,
0.9285,0.2213,1,
0.9366,0.238,1,
0.9331,0.2249,1,
0.9712,0.2615,1,
0.9216,0.2655,1,
0.9897,0.2127,1,
0.9811,0.2439,1,
0.9033,0.2608,1,
0.9626,0.2725,1,
0.9574,0.2271,1,
0.9782,0.2184,1,
1.0,0.2142,1,
0.892,0.2694,1,
0.9154,0.2297,1,
0.8878,0.2329,1,
0.9981,0.2001,1,
0.9741,0.2616,1,
0.8769,0.2525,1,
0.9752,0.2312,1,
0.9602,0.2722,1,
0.97,0.2533,1,
0.9369,0.2338,1,
0.9674,0.2676,1,
0.964,0.2356,1,
0.9063,0.2396,1,
0.9627,0.2358,1,
0.9288,0.2519,1,
0.9842,0.2516,1,
0.8845,0.2657,1,
0.9159,0.2649,1,
0.8863,0.2328,1,
0.9559,0.2741,1,
0.9827,0.2342,1,
0.8859,0.2438,1,
0.8776,0.2699,1,
0.936,0.2161,1,
0.5413,0.5626,1,
0.5679,0.5265,1,
0.9291,0.2796,1,
0.5463,0.4032,1,
0.8567,0.2843,1,
0.5641,0.4149,1,
0.8844,0.27,1,
0.5294,0.4344,1,
0.5287,0.4323,1,
0.993,0.2682,1,
0.5811,0.4056,1,
0.5266,0.4984,1,
0.9206,0.2924,1,
0.5267,0.5271,1,
0.5845,0.6004,1,
0.5442,0.5899,1,
0.5294,0.5337,1,
0.5831,0.6049,1,
0.5758,0.563,1,
0.5437,0.5775,1,
0.5498,0.5445,1,
0.5839,0.5624,1,
0.5802,0.5702,1,
0.5665,0.5618,1,
0.5353,0.5634,1,
0.5539,0.5514,1,
0.5647,0.5824,1,
0.5822,0.5759,1,
0.5646,0.6028,1,
0.5585,0.6232,1,
0.5313,0.5412,1,
0.5627,0.5579,1,
0.5779,0.564,1,
0.5318,0.534,1,
0.5354,0.5607,1,
0.5846,0.6254,1,
0.5973,0.5878,1,
0.5596,0.5683,1,
0.5645,0.6002,1,
0.5601,0.5683,1,
0.5812,0.5669,1,
0.5745,0.5726,1,
0.5637,0.6242,1,
0.545,0.5706,1,
0.5856,0.5619,1,
0.575,0.5873,1,
0.572,0.6016,1,
0.5847,0.5827,1,
0.5454,0.5544,1,
0.517,0.536,1,
0.561,0.5597,1,
0.5412,0.5538,1,
0.5632,0.6291,1,
0.5567,0.612,1,
0.5789,0.6181,1,
0.5776,0.6029,1,
0.5521,0.5489,1,
0.5644,0.6041,1,
0.5963,0.5815,1,
0.5707,0.6404,1,
0.5313,0.543,1,
0.5547,0.5769,1,
0.5753,0.5919,1,
0.5481,0.5875,1,
0.5448,0.5343,1,
0.5745,0.5585,1,
0.576,0.5974,1,
0.5378,0.5466,1,
0.5413,0.5818,1,
0.5523,0.5517,1,
0.5622,0.6208,1,
0.5823,0.5839,1,
0.5928,0.6259,1,
0.5536,0.5908,1,
0.55,0.5585,1,
0.5454,0.5311,1,
0.5649,0.5622,1,
0.562,0.5563,1,
0.5845,0.6316,1,
0.5442,0.5416,1,
0.5238,0.5379,1,
0.5801,0.5579,1,
0.5576,0.6157,1,
0.566,0.5585,1,
0.5722,0.608,1,
0.5407,0.5811,1,
0.5405,0.5311,1,
0.5341,0.5418,1,
0.5796,0.5573,1,
0.5681,0.5869,1,
