9711
4
4.2331,8.9832,4 
5.1567,12.3805,4 
2.7695,6.9627,4 
7.3312,6.5681,4 
8.6521,11.8712,4 
8.5486,10.7658,4 
11.4591,6.7136,4 
7.1521,5.2668,4 
5.1651,4.4860,4 
7.6082,8.1128,4 
6.9254,5.7537,4 
3.7770,4.2230,4 
12.7632,8.5270,4 
10.8462,5.7845,4 
11.4087,6.7080,4 
10.9693,9.3442,4 
11.7306,11.1520,4 
12.1308,8.3115,4 
10.5608,11.8740,4 
5.4253,7.7602,4 
5.0587,3.3274,4 
10.1606,5.1101,4 
8.9432,3.3498,4 
9.8779,11.5746,4 
9.2230,3.5849,4 
5.8563,5.2836,4 
4.0400,10.9029,4 
7.8517,12.9570,4 
7.2024,2.3452,4 
12.1280,8.0233,4 
3.9533,7.0942,4 
3.7938,7.2957,4 
9.5337,2.6894,4 
11.1065,3.8703,4 
4.5410,9.3918,4 
4.0932,8.9776,4 
10.4096,3.9935,4 
9.8443,8.3339,4 
3.8077,6.6940,4 
12.5030,8.0737,4 
4.1716,7.7770,4 
7.0345,7.6791,4 
6.6343,10.2397,4 
10.8070,7.1250,4 
8.5458,7.9253,4 
7.9161,2.8321,4 
5.3722,11.5382,4 
4.3647,10.1921,4 
8.6213,10.3153,4 
12.6401,5.5354,4 
6.6679,6.3834,4 
6.4860,10.1110,4 
8.5765,9.2406,4 
6.1726,11.2080,4 
5.7080,9.8227,4 
3.4775,6.9851,4 
11.5599,9.7444,4 
2.9122,11.0429,4 
6.9030,10.0802,4 
8.5262,9.3973,4 
10.5468,8.9720,4 
6.5700,10.5783,4 
8.4254,5.5550,4 
10.7119,10.1110,4 
12.0104,3.7164,4 
5.3302,9.8311,4 
11.3164,9.6408,4 
9.9479,9.6520,4 
3.8413,6.5233,4 
11.7222,4.6539,4 
9.2790,9.0783,4 
9.0943,10.8358,4 
10.9330,7.9561,4 
7.4179,12.2714,4 
2.6547,8.8349,4 
10.0654,12.0671,4 
7.0485,4.0802,4 
13.1187,7.0690,4 
4.7928,4.7938,4 
9.9702,7.4944,4 
6.1334,4.1110,4 
6.9282,12.9318,4 
13.2782,7.6791,4 
10.3145,6.5709,4 
5.5765,7.9953,4 
12.7716,8.5830,4 
10.0878,9.5205,4 
7.7426,11.5550,4 
8.5402,13.5083,4 
10.0346,8.5270,4 
7.6838,13.7070,4 
6.9338,3.5513,4 
10.7203,2.9245,4 
6.4972,6.5709,4 
2.4140,8.7677,4 
10.5831,7.2621,4 
8.8256,5.7173,4 
9.1838,6.9571,4 
4.4682,9.9459,4 
12.5002,5.3535,4 
4.2919,8.7705,4 
10.9050,12.4169,4 
8.2379,12.6128,4 
12.8416,5.1912,4 
3.9141,10.7546,4 
11.5906,8.3927,4 
6.5756,2.8489,4 
12.5394,5.3200,4 
8.7165,7.4356,4 
10.0906,10.0606,4 
5.0419,4.5951,4 
11.4983,5.5634,4 
10.5664,10.6707,4 
4.5690,11.1072,4 
12.0104,11.1436,4 
5.4925,4.2481,4 
10.6055,7.9673,4 
4.3899,7.1726,4 
2.9234,10.1166,4 
13.0963,7.4608,4 
3.5978,11.0596,4 
7.7901,6.6856,4 
8.7669,12.1818,4 
5.7836,9.0727,4 
8.0784,11.2304,4 
9.8275,4.7966,4 
7.7790,2.8629,4 
10.4180,8.7509,4 
9.9395,12.5317,4 
13.3538,7.3041,4 
12.5813,11.4318,4 
5.8339,9.8059,4 
8.5682,3.6157,4 
8.6941,2.3004,4 
3.3040,7.1558,4 
11.9768,8.9636,4 
5.8955,5.4683,4 
10.2893,12.1455,4 
4.6865,8.8265,4 
2.5036,10.0326,4 
6.3433,7.7658,4 
10.0934,5.5354,4 
6.0718,3.7332,4 
9.2958,7.7770,4 
9.7156,9.3638,4 
9.9982,11.7425,4 
11.8929,7.3181,4 
11.5375,8.4487,4 
9.1950,5.9692,4 
2.6715,7.1502,4 
9.4609,9.8395,4 
10.6027,10.3712,4 
13.8323,8.7677,4 
9.8331,3.7528,4 
2.8170,9.8871,4 
8.8312,8.8041,4 
13.6728,7.8946,4 
8.2099,11.9160,4 
3.1781,9.1259,4 
8.3667,7.0550,4 
6.4552,9.1231,4 
8.3247,11.8992,4 
10.8910,11.5606,4 
9.2818,8.4934,4 
7.7901,9.9151,4 
9.3825,6.7332,4 
10.4264,2.9384,4 
12.4946,8.0513,4 
5.1511,10.4804,4 
3.6706,8.1828,4 
6.7575,12.4589,4 
11.4675,6.1231,4 
8.0252,11.3843,4 
6.7966,12.6744,4 
11.6690,12.4253,4 
